state	year	county	precinct	g2012_REG_tv	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_pdv	g2012_USP_prv	g2012_USP_ptv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_lrv	g2012_USH_arv	g2012_USH_erv	g2012_USH_prv	g2012_USH_rv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_edv	g2012_USH_pdv	g2012_USH_dv	g2012_USH_tv	cd2	g2012_REG_tv2	g2012_USH_lrv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_prv2	g2012_USH_rv2	g2012_USH_ldv2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_pdv2	g2012_USH_dv2	g2012_USH_tv2	cd3	g2012_REG_tv3	g2012_USH_lrv3	g2012_USH_arv3	g2012_USH_erv3	g2012_USH_prv3	g2012_USH_rv3	g2012_USH_ldv3	g2012_USH_adv3	g2012_USH_edv3	g2012_USH_pdv3	g2012_USH_dv3	g2012_USH_tv3	cd4	g2012_REG_tv4	g2012_USH_lrv4	g2012_USH_arv4	g2012_USH_erv4	g2012_USH_prv4	g2012_USH_rv4	g2012_USH_ldv4	g2012_USH_adv4	g2012_USH_edv4	g2012_USH_pdv4	g2012_USH_dv4	g2012_USH_tv4	ld	g2012_STH_lrv	g2012_STH_arv	g2012_STH_erv	g2012_STH_prv	g2012_STH_rv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_edv	g2012_STH_pdv	g2012_STH_dv	g2012_STH_tv	ld2	g2012_STH_lrv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_prv2	g2012_STH_rv2	g2012_STH_ldv2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_pdv2	g2012_STH_dv2	g2012_STH_tv2	ld3	g2012_STH_lrv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_prv3	g2012_STH_rv3	g2012_STH_ldv3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_pdv3	g2012_STH_dv3	g2012_STH_tv3	sd	g2012_STS_lrv	g2012_STS_arv	g2012_STS_erv	g2012_STS_prv	g2012_STS_rv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_edv	g2012_STS_pdv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_lrv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_prv2	g2012_STS_rv2	g2012_STS_ldv2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_pdv2	g2012_STS_dv2	g2012_STS_tv2	sd3	g2012_STS_lrv3	g2012_STS_arv3	g2012_STS_erv3	g2012_STS_prv3	g2012_STS_rv3	g2012_STS_ldv3	g2012_STS_adv3	g2012_STS_edv3	g2012_STS_pdv3	g2012_STS_dv3	g2012_STS_tv3
"GA"	2012	"Cobb"	"Elizabeth 04"	2244	37	73	110	785	199	180	382	546	506	1074	3	1	4	760	1570	6	535	75	183	1	794	495	33	182	3	713	1507																																								37	519	72	173	1	765	498	32	181	1	712	1477																									32	527	57	188	0	772			0			772	33						240	18	81	1	340	340												
"GA"	2012	"Cobb"	"Elizabeth 05"	2529	65	115	181	735	165	283	450	504	803	1340	1	2	3	1203	1974	6	843	116	278	2	1239	438	54	160	1	653	1892																																								44	1016	137	324	3	1480			0			1480																									32	1022	138	336	3	1499			0			1499																								
"GA"	2012	"Cobb"	"Fair Oaks 01"	3128	100	71	171	1530	614	230	853	806	359	1178	10	0	10	660	2212	11	375	72	237	0	684	759	97	582	6	1444	2128																																								41	355	63	228	0	646	769	93	585	6	1453	2099																									33						959	119	697	5	1780	1780																								
"GA"	2012	"Cobb"	"Fair Oaks 02"	3395	57	76	136	1497	496	180	680	925	428	1375	19	2	21	686	2212	11	434	73	179	2	688	872	57	476	14	1419	2107																																								41	432	68	180	2	682	867	58	473	13	1411	2093																									33						1080	95	552	15	1742	1742																								
"GA"	2012	"Cobb"	"Fair Oaks 04"	1802	39	44	85	638	183	112	297	410	331	758	6	0	6	487	1146	13	286	36	104	0	426	417	40	172	2	631	1057																																								41	315	40	107	0	462	389	37	166	3	595	1057																									33						559	63	222	3	847	847																								
"GA"	2012	"Cobb"	"Fair Oaks 05"	1445	42	36	78	477	112	48	162	320	221	555	3	1	5	306	800	11	231	38	51	1	321	295	34	103	4	436	757																																								42						432	51	127	4	614	614																									6	198	27	51	0	276	327	44	102	4	477	753																								
"GA"	2012	"Cobb"	"Ford 01"	2665	31	132	165	400	131	490	623	236	1015	1265	2	3	5	1640	2058	11	1010	139	486	3	1638	224	22	126	2	374	2012																																								36	1099	135	505	3	1742			0			1742																									37	1097	137	514	3	1751			0			1751																								
"GA"	2012	"Cobb"	"Frey 01"	1977	23	94	120	388	118	359	480	247	686	948	0	0	0	1139	1548	11	688	95	353	0	1136	230	22	109	0	361	1497																																								36	778	97	387	0	1262			0			1262																									37	779	99	389	0	1267			0			1267																								
"GA"	2012	"Cobb"	"Fullers Park 01"	2980	63	182	248	733	196	366	564	472	1038	1539	2	2	4	1588	2355	6	1062	187	380	2	1631	416	46	165	2	629	2260																																								43	1224	186	422	2	1834			0			1834																									32	1210	189	427	2	1828			0			1828																								
"GA"	2012	"Cobb"	"Garrison Mill 01"	2489	27	121	151	585	141	273	419	416	913	1358	1	0	1	1307	1929	6	945	120	272	1	1338	356	24	137	0	517	1855																																								46	916	116	266	0	1298	364	22	135	0	521	1819																									32	1080	123	296	0	1499			0			1499																								
"GA"	2012	"Cobb"	"Gritters 01"	2000	26	81	111	496	154	238	397	314	630	972	2	1	3	950	1483	6	641	82	231	1	955	280	24	144	2	450	1405																																								44	768	79	286	0	1133			0			1133																									32	757	79	279	2	1117			0			1117																								
"GA"	2012	"Cobb"	"Harmony-Leland 01"	4350	109	79	190	2421	1406	378	1791	903	382	1300	3	1	4	840	3285	13	343	70	361	1	775	892	110	1384	3	2389	3164																																								39						1023	134	1504	3	2664	2664																									38						1039	129	1482	3	2653	2653																								
"GA"	2012	"Cobb"	"Harrison 01"	2397	27	145	172	372	114	556	673	231	773	1034	0	3	3	1477	1882	11	782	138	543	3	1466	220	23	119	0	362	1828																																								36	860	126	561	3	1550			0			1550																									37	876	131	573	3	1583			0			1583																								
"GA"	2012	"Cobb"	"Hayes 01"	3382	37	141	184	646	213	660	876	395	1148	1573	1	0	1	1949	2634	11	1123	138	638	0	1899	388	35	212	0	635	2534																																								34	1261	140	681	0	2082			0			2082																									37	1257	140	693	0	2090			0			2090																								
"GA"	2012	"Cobb"	"Hightower 01"	2908	54	148	207	645	148	341	492	442	1109	1579	1	1	2	1599	2280	6	1117	150	342	1	1610	405	52	137	1	595	2205																																								45	1256	160	384	1	1801			0			1801																									32	1253	162	385	1	1801			0			1801																								
"GA"	2012	"Cobb"	"Kell 01"	1761	18	80	98	408	93	248	343	297	617	943	0	1	1	946	1385	6	634	78	245	1	958	250	15	87	0	352	1310																																								46	617	77	237	0	931	256	13	84	0	353	1284																									32	747	77	261	0	1085			0			1085																								
"GA"	2012	"Cobb"	"Kemp 01"	1743	28	76	107	309	100	400	503	180	569	768	1	1	2	1046	1380	11	575	79	391	1	1046	172	23	97	1	293	1339																																								34	645	79	408	2	1134			0			1134																									37	649	77	418	2	1146			0			1146																								
"GA"	2012	"Cobb"	"Kemp 02"	3180	34	138	174	811	383	592	981	393	964	1390	1	1	2	1695	2547	11	982	135	582	0	1699	364	33	370	2	769	2468																																								37	947	126	573	0	1646	378	33	365	1	777	2423																									37	1134	127	706	1	1968			0			1968																								
"GA"	2012	"Cobb"	"Kemp 03"	1712	19	90	109	248	118	443	562	111	595	720	0	0	0	1128	1391	11	579	87	430	0	1096	127	17	115	0	259	1355																																								36	623	97	463	0	1183			0			1183																									37	638	98	467	0	1203			0			1203																								
"GA"	2012	"Cobb"	"Kennesaw 1A"	1588	20	33	55	435	128	161	291	286	446	751	1	0	2	640	1099	11	457	33	157	0	647	268	17	121	2	408	1055																																								34	494	39	174	1	708			0			708	35	64	3	23	0	90			0			90													37	565	42	203	1	811			0			811																								
"GA"	2012	"Cobb"	"Kennesaw 2A"	3553	80	75	155	1360	557	310	875	717	555	1298	6	4	10	944	2338	11	560	77	315	4	956	680	76	531	4	1291	2247																																								34	873	92	495	5	1465			0			1465																									37	881	96	499	4	1480			0			1480																								
"GA"	2012	"Cobb"	"Kennesaw 2B"	3162	57	91	150	848	235	379	620	552	878	1468	4	0	4	1348	2242	11	905	92	379	0	1376	500	51	221	4	776	2152																																								34	1127	108	453	1	1689			0			1689	36	0	0	0	0	0			0			0													37	1133	110	463	2	1708			0			1708																								
"GA"	2012	"Cobb"	"Kennesaw 3A"	1333	10	32	42	358	114	117	234	234	325	575	0	1	2	475	853	11	316	31	115	1	463	230	10	111	0	351	814																																								34	255	26	75	0	356			0			356	35	97	2	47	0	146			0			146	44	68	8	29	0	105			0			105	37	352	30	126	1	509			0			509	14	61	8	26	0	95			0			95												
"GA"	2012	"Cobb"	"Kennesaw 4A"	2104	21	74	98	602	188	235	429	391	533	961	2	0	2	842	1490	11	548	70	226	0	844	371	25	187	2	585	1429																																								34	713	79	275	1	1068			0			1068																									37	710	81	285	1	1077			0			1077																								
"GA"	2012	"Cobb"	"Kennesaw 5A"	2715	44	96	142	705	293	462	763	368	777	1177	0	1	1	1336	2083	11	790	97	456	1	1344	335	37	286	0	658	2002																																								35	962	109	557	0	1628			0			1628																									37	951	111	547	1	1610			0			1610																								
"GA"	2012	"Cobb"	"Kennesaw 5B"	2755	47	58	105	937	337	248	590	551	842	1419	2	1	3	1149	2117	11	828	57	246	2	1133	534	42	328	1	905	2038																																								35	1094	69	379	1	1543			0			1543																									37	1077	66	370	2	1515			0			1515																								
"GA"	2012	"Cobb"	"Lassiter 01"	3035	40	181	224	573	162	516	678	369	1080	1487	2	1	3	1778	2392	6	1068	171	507	1	1747	346	41	150	2	539	2286																																								44	627	96	317	0	1040			0			1040	46	514	76	223	0	813	124	14	44	0	182	995													32	1200	176	554	1	1931			0			1931																								
"GA"	2012	"Cobb"	"Lewis 01"	1318	29	55	85	293	93	221	317	170	457	637	1	2	3	735	1042	11	458	53	222	1	734	162	28	87	1	278	1012																																								36	501	50	215	0	766			0			766	35	13	6	26	0	45			0			45													37	526	56	241	1	824			0			824																								
"GA"	2012	"Cobb"	"Lindley 01"	3751	69	95	167	1743	908	379	1296	762	657	1465	4	3	7	1134	2935	13	619	92	368	2	1081	779	70	896	4	1749	2830																																								39						1005	101	1023	5	2134	2134																									38						1002	96	1004	5	2107	2107																								
"GA"	2012	"Cobb"	"Lost Mountain 01"	2712	27	124	154	541	298	878	1179	216	654	888	0	0	1	1656	2222	11	645	130	867	1	1643	213	22	283	0	518	2161																																								36	732	133	954	1	1820			0			1820																									37	734	136	973	1	1844			0			1844																								
"GA"	2012	"Cobb"	"Lost Mountain 02"	3632	48	239	293	501	167	794	966	286	1285	1599	0	4	5	2322	2863	11	1304	239	769	4	2316	244	47	177	0	468	2784																																								36	1360	246	806	0	2412			0			2412																									37	1382	253	821	2	2458			0			2458																								
"GA"	2012	"Cobb"	"Lost Mountain 03"	3473	35	137	176	740	412	1104	1526	292	764	1075	1	2	3	2007	2780	11	773	132	1084	1	1990	267	37	385	1	690	2680																																								36	905	136	1224	1	2266			0			2266																									37	903	144	1226	2	2275			0			2275																								
"GA"	2012	"Cobb"	"Lost Mountain 04"	2160	28	119	148	392	149	438	588	214	745	977	1	6	7	1308	1720	11	756	117	431	6	1310	196	28	145	1	370	1680																																								36	807	123	456	5	1391			0			1391																									37	827	126	463	5	1421			0			1421																								
"GA"	2012	"Cobb"	"Mableton 01"	3767	88	174	269	1696	888	494	1387	714	487	1218	6	1	7	1156	2881	13	444	155	429	1	1029	724	101	906	6	1737	2766																																								38						713	132	838	5	1688	1688	39						214	45	243	0	502	502													33						953	196	1130	6	2285	2285																								
"GA"	2012	"Cobb"	"Mableton 02"	2119	33	51	84	895	383	203	589	478	300	790	1	1	2	555	1465	13	278	45	169	1	493	464	38	400	1	903	1396																																								39						595	55	437	1	1088	1088																									33						436	36	294	1	767	767	38						166	20	170	0	356	356												
"GA"	2012	"Cobb"	"Mableton 03"	2366	30	90	124	787	341	373	720	409	494	929	7	2	9	959	1782	13	446	89	328	2	865	428	34	362	6	830	1695																																								40	667	91	483	3	1244			0			1244																									38						598	65	459	7	1129	1129																								
"GA"	2012	"Cobb"	"Mableton 04"	1345	26	77	107	353	141	267	413	184	358	560	2	0	2	702	1082	13	318	77	256	0	651	218	26	150	2	396	1047																																								40	440	84	309	1	834			0			834																									38						319	45	233	2	599	599																								
"GA"	2012	"Cobb"	"Mabry 01"	1598	42	79	121	287	42	236	282	202	649	863	1	2	3	966	1269	6	657	78	234	1	970	183	36	45	1	265	1235																																								46	648	77	225	2	952	174	35	48	0	257	1209																									32	714	85	244	1	1044			0			1044																								
"GA"	2012	"Cobb"	"Macland 01"	2970	63	71	134	1415	628	245	880	719	457	1193	5	0	5	773	2212	13	414	64	227	0	705	740	58	622	5	1425	2130																																								38						941	86	698	5	1730	1730																									33						961	85	712	5	1763	1763																								
"GA"	2012	"Cobb"	"Marietta 1A"	2421	64	31	96	1191	502	154	661	600	211	838	25	0	26	396	1621	11	223	36	154	0	413	566	58	476	24	1124	1537																																								42						687	73	536	19	1315	1315	43	2	0	0	0	2			0			2													6	46	6	20	0	72	216	21	184	11	432	504	32	205	21	171	3	400			0			400	33						155	17	84	2	258	258
"GA"	2012	"Cobb"	"Marietta 2A"	2496	50	119	169	723	283	448	737	389	588	994	1	0	1	1155	1901	11	618	117	450	1	1186	347	44	275	0	666	1852																																								37	493	89	360	0	942	138	34	131	0	303	1245	34	196	25	139	0	360			0			360													33						709	111	527	1	1348	1348																								
"GA"	2012	"Cobb"	"Marietta 2B"	3865	114	154	273	1624	705	442	1151	798	668	1481	7	2	9	1266	2914	11	693	155	448	2	1298	735	112	661	6	1514	2812																																								37	525	128	321	0	974	307	50	262	2	621	1595	41	161	32	109	0	302	413	53	408	2	876	1178													33						1121	191	867	7	2186	2186																								
"GA"	2012	"Cobb"	"Marietta 3A"	3544	66	98	168	1257	551	433	991	638	645	1319	2	1	3	1177	2481	11	675	90	441	1	1207	600	66	513	2	1181	2388																																								37	671	94	428	0	1193	580	56	508	1	1145	2338																									33						974	107	754	2	1837	1837																								
"GA"	2012	"Cobb"	"Marietta 4A"	1881	38	120	159	321	105	487	599	178	637	835	0	0	0	1244	1593	11	639	123	476	0	1238	161	30	109	0	300	1538																																								34	511	92	400	0	1003			0			1003	37	124	19	81	0	224	42	6	16	0	64	288													33						510	89	364	0	963	963																								
"GA"	2012	"Cobb"	"Marietta 4B"	2316	40	110	152	702	243	257	505	419	432	877	0	3	3	802	1537	11	458	108	263	2	831	382	28	234	1	645	1476																																								37	212	40	139	1	392	238	12	144	1	395	787	34	296	71	144	1	512			0			512													33						394	79	247	1	721	721	37	181	6	89	0	276			0			276												
"GA"	2012	"Cobb"	"Marietta 4C"	2612	40	148	190	618	284	665	953	292	650	957	2	2	4	1465	2104	11	671	149	664	3	1487	264	38	263	1	566	2053																																								34	747	151	727	3	1628			0			1628																									37	771	153	750	1	1675			0			1675																								
"GA"	2012	"Cobb"	"Marietta 5A"	1528	170	68	239	766	213	94	310	381	136	529	2	1	4	299	1082	11	161	46	96	0	303	341	100	196	1	638	941	6	1528	0	11	0	0	11	0	35	0	0	35	46	13	1528	0	3	0	0	3	0	9	0	0	9	12														37	110	20	71	0	201	291	64	161	1	517	718	42						64	18	41	0	123	123													33						401	86	231	2	720	720																								
"GA"	2012	"Cobb"	"Marietta 5B"	1755	56	29	85	750	259	94	354	431	178	618	4	3	8	304	1065	11	207	32	96	2	337	382	49	237	4	672	1009	6	1755	3	0	2	0	5	0	0	0	0	0	5																											37	190	26	87	0	303	346	38	197	2	583	886	34	26	5	16	1	48			0			48													33						500	61	279	3	843	843																								
"GA"	2012	"Cobb"	"Marietta 6A"	2026	33	24	58	874	358	88	451	477	159	656	6	1	7	272	1172	11	52	5	34	1	92	304	22	242	3	571	663	6	2026	120	20	62	0	202	140	9	87	2	238	440																											42						324	25	255	2	606	606	37	71	14	27	0	112	51	3	22	1	77	189	43	102	5	60	0	167			0			167	33						525	44	382	4	955	955																								
"GA"	2012	"Cobb"	"Marietta 6B"	2379	38	63	103	719	245	284	533	433	745	1194	3	0	3	1092	1833	6	742	63	284	0	1089	391	38	229	2	660	1749																																								37	764	60	281	0	1105	376	38	225	3	642	1747																									33						737	66	349	1	1153	1153																								
"GA"	2012	"Cobb"	"Marietta 7A"	2873	72	35	107	1266	523	115	640	661	163	840	10	0	10	313	1597	11	70	18	46	0	134	350	47	253	10	660	794	6	2873	115	20	84	0	219	257	19	242	0	518	737																											42						702	92	538	9	1341	1341																									33						411	50	348	4	813	813	6	30	11	21	0	62	281	37	194	4	516	578												
"GA"	2012	"Cobb"	"Mars Hill 01"	2584	25	105	134	363	89	411	502	249	1050	1319	0	1	1	1567	1956	11	1015	105	395	0	1515	255	25	94	1	375	1890																																								35	1124	114	416	1	1655			0			1655																									37	1116	115	422	1	1654			0			1654																								
"GA"	2012	"Cobb"	"Mars Hill 02"	2268	31	53	86	587	228	313	550	328	647	994	0	1	1	1014	1631	11	647	57	324	1	1029	314	27	199	0	540	1569																																								36	764	63	388	0	1215			0			1215																									37	778	65	395	1	1239			0			1239																								
"GA"	2012	"Cobb"	"McCleskey 01"	1578	25	72	102	372	113	267	381	233	528	784	1	0	1	867	1268	6	550	70	262	0	882	214	23	107	1	345	1227																																								46	540	67	259	0	866	208	24	101	1	334	1200																									32	621	68	291	0	980			0			980																								
"GA"	2012	"Cobb"	"McClure 01"	1381	15	48	63	260	81	259	341	163	516	695	1	2	3	825	1102	11	520	44	252	2	818	158	11	77	1	247	1065																																								36	581	48	275	3	907			0			907																									37	577	48	275	3	903			0			903																								
"GA"	2012	"Cobb"	"McEachern 01"	2433	46	80	128	848	392	371	768	409	566	991	1	0	1	1017	1888	13	518	74	336	0	928	423	46	403	1	873	1801																																								38						678	89	532	1	1300	1300																									33						712	93	560	1	1366	1366																								
"GA"	2012	"Cobb"	"Mt Bethel 01"	3786	63	251	323	748	211	529	746	473	1380	1903	1	3	5	2163	2977	6	1392	250	527	3	2172	420	53	190	1	664	2836																																								45	1531	252	582	4	2369			0			2369																									32	1535	246	579	3	2363			0			2363																								
"GA"	2012	"Cobb"	"Mt Bethel 03"	2587	50	148	198	588	193	496	695	345	718	1082	0	0	0	1362	1975	6	726	150	492	0	1368	316	42	181	0	539	1907																																								45	859	149	548	0	1556			0			1556																									32	857	152	552	0	1561			0			1561																								
"GA"	2012	"Cobb"	"Mt Bethel 04"	2695	52	201	257	564	160	469	633	351	899	1273	1	4	5	1573	2168	6	900	201	462	4	1567	322	46	152	1	521	2088																																								43	1015	205	496	5	1721			0			1721																									32	1006	209	488	4	1707			0			1707																								
"GA"	2012	"Cobb"	"Murdock 01"	3493	73	160	238	789	147	455	608	569	1309	1932	0	4	4	1928	2782	6	1352	161	449	4	1966	525	68	146	0	739	2705																																								45	1558	172	481	4	2215			0			2215																									32	1544	174	483	4	2205			0			2205																								
